,x,y
0,0.0,0.0
1,0.10101010101010122,0.9937360611015684
2,0.20202020202020243,0.021137839506885747
3,0.30303030303030276,0.1892347352321
4,0.4040404040404031,-1.2556144817934953
5,0.5050505050505052,23.934967871516214
6,0.6060606060606064,0.6852274663708915
7,0.7070707070707067,2.4458143628707543
8,0.808080808080808,2.9526884276448024
9,0.9090909090909092,0.38144150230343943
10,1.0101010101010104,0.19917643176926259
11,1.1111111111111112,0.6352421634704468
12,1.212121212121212,1.1924574749679229
13,1.3131313131313127,0.5456397191808922
14,1.4141414141414144,-6.581783615924337
15,1.5151515151515151,1.8031350550439793
16,1.6161616161616164,4.717713499234577
17,1.7171717171717167,3.472108260159229
18,1.8181818181818183,1.1367304070235011
19,1.9191919191919191,2.1715644120105297
20,2.02020202020202,1.0424850119750753
21,2.121212121212121,1.150134851500031
22,2.2222222222222223,2.020305631521315
23,2.323232323232323,-0.9956436718009298
24,2.424242424242424,5.416660893942271
25,2.525252525252525,2.2568546960134315
26,2.6262626262626263,1.9021795430116528
27,2.727272727272727,2.970958887125826
28,2.828282828282828,4.325185355484701
29,2.929292929292929,1.2518750718818934
30,3.0303030303030303,4.2691640600171725
31,3.1313131313131306,1.2762454613755798
32,3.2323232323232327,3.187417585057331
33,3.333333333333334,4.906914906675538
34,3.4343434343434343,12.666496656359945
35,3.5353535353535355,1.8270067997233168
36,3.6363636363636362,2.4700391322525577
37,3.737373737373738,5.011229176682958
38,3.8383838383838382,2.1746955979065166
39,3.9393939393939394,4.210609916919305
40,4.040404040404041,2.903710547266043
41,4.141414141414141,4.666775951147705
42,4.242424242424242,-4.814279072998666
43,4.343434343434343,7.472569210280273
44,4.444444444444445,5.493707962882444
45,4.545454545454545,4.822093739139802
46,4.646464646464646,4.655290248032525
47,4.747474747474747,5.884477617585697
48,4.848484848484849,4.909351962647166
49,4.94949494949495,1.9370016956236675
50,5.05050505050505,5.7056768097528785
51,5.151515151515151,-0.3356005070592323
52,5.252525252525253,5.931567511927519
53,5.353535353535354,4.151189949294545
54,5.454545454545454,6.024175363838059
55,5.555555555555555,5.161417291142593
56,5.656565656565657,5.0423021301734625
57,5.757575757575758,10.50425783542297
58,5.858585858585858,5.778624930156527
59,5.959595959595959,5.655684260455851
60,6.0606060606060606,4.75749792449535
61,6.161616161616162,9.323934202386788
62,6.262626262626262,6.809292135625766
63,6.363636363636363,7.095966441282059
64,6.4646464646464645,7.2375347987645995
65,6.565656565656566,6.289320325510021
66,6.666666666666667,6.720915156407422
67,6.767676767676767,7.220784927894597
68,6.8686868686868685,6.759199390995004
69,6.96969696969697,8.4932011706082
70,7.070707070707071,9.79462068465783
71,7.171717171717171,5.935165029793309
72,7.2727272727272725,8.41950444717425
73,7.373737373737374,4.046319184703624
74,7.474747474747475,7.172368717878076
75,7.575757575757575,8.387833746932783
76,7.6767676767676765,7.811368558436602
77,7.777777777777778,8.377564766752686
78,7.878787878787879,9.191204538675859
79,7.979797979797979,7.293672360215345
80,8.080808080808081,9.107930092476803
81,8.181818181818182,9.30895856122837
82,8.282828282828282,5.925858950104438
83,8.383838383838384,6.604838024563183
84,8.484848484848484,2.009164003337027
85,8.585858585858587,9.078527409855305
86,8.686868686868687,7.828357595542792
87,8.787878787878787,8.97811362282019
88,8.88888888888889,9.079367604318284
89,8.98989898989899,9.516013127063385
90,9.09090909090909,7.801192646453144
91,9.191919191919192,7.890757681601862
92,9.29292929292929,9.408891171720745
93,9.393939393939394,7.521146836433822
94,9.494949494949495,8.676071926478475
95,9.595959595959595,8.567765160509664
96,9.696969696969697,10.575372667509166
97,9.797979797979798,11.413362186693051
98,9.8989898989899,10.497366863343201
99,10.0,11.86312658051864
